"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"209994_s_at"	0.00447817334338661	2.00968152555159e-07	-7.05759662154482	6.85820727339061	-0.86753899001878	"ABCB4///ABCB1"	"ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1"
"202856_s_at"	0.0226607895852019	2.99860411101047e-06	-5.96812661386021	4.49766666495597	-0.138919189475481	"MIR6787///SLC16A3"	"microRNA 6787///solute carrier family 16 member 3"
"209541_at"	0.0226607895852019	4.86363593273478e-06	-5.77821400109812	4.06998825602081	-0.690331999613769	"IGF1"	"insulin like growth factor 1"
"32209_at"	0.0226607895852019	4.92646168855328e-06	5.77319070520435	4.05862022382383	0.168987398080946	"FAM89B"	"family with sequence similarity 89 member B"
"213329_at"	0.0226607895852019	5.08477080850916e-06	-5.76081515961287	4.03060177740352	-0.125966426897817	"SRGAP2C///SRGAP2B///SRGAP2"	"SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2"
"216940_x_at"	0.0309370215447641	8.33021268539175e-06	-5.56827740580066	3.59261476329598	-0.285265282415739	"YBX1"	"Y-box binding protein 1"
"40472_at"	0.0376213059821165	1.18183880929325e-05	-5.43248574602623	3.28153474546594	-0.303556801667606	"LPCAT4"	"lysophosphatidylcholine acyltransferase 4"
"41858_at"	0.04381452781822	1.57302078959637e-05	-5.32181599409797	3.02681626865232	-0.232983551213338	"PGAP2"	"post-GPI attachment to proteins 2"
"218816_at"	0.0542975242675307	2.19305173633611e-05	5.19352542016413	2.73035723203743	0.473365279102138	"LRRC1"	"leucine rich repeat containing 1"
"207542_s_at"	0.0609591325815202	3.08926062382349e-05	5.06154746357677	2.42423405246653	0.999971014133043	"AQP1"	"aquaporin 1 (Colton blood group)"
"204813_at"	0.0609591325815202	3.4385953726238e-05	5.02033482900681	2.32843687956453	0.166247245506847	"MAPK10"	"mitogen-activated protein kinase 10"
"215918_s_at"	0.0609591325815202	3.82413196032236e-05	4.97947491900254	2.2333752629583	0.789735899624315	"SPTBN1"	"spectrin beta, non-erythrocytic 1"
"202522_at"	0.0609591325815202	3.84641704599727e-05	-4.97724132175376	2.22817645815975	-0.137736138370276	"PITPNB"	"phosphatidylinositol transfer protein beta"
"204786_s_at"	0.0609591325815202	4.08775203535308e-05	-4.95385246805961	2.17372423900268	-0.237018545737578	"IFNAR2"	"interferon alpha and beta receptor subunit 2"
"214095_at"	0.0609591325815202	4.35577076844848e-05	-4.92944975729661	2.11688629509804	-0.166161425916516	"SHMT2"	"serine hydroxymethyltransferase 2"
"213627_at"	0.0609591325815202	4.37708621507123e-05	-4.92757418032204	2.11251673858567	-0.109251760794642	"MAGED2"	"MAGE family member D2"
"201126_s_at"	0.0687725042193314	5.51341452394458e-05	-4.83893185587724	1.90585466533782	-0.255843291696217	"MGAT1"	"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"214746_s_at"	0.0687725042193314	5.5553788805276e-05	-4.83602064308677	1.89906286021828	-0.382373168236694	"ZNF467"	"zinc finger protein 467"
"219110_at"	0.0720253533114171	6.14137105828176e-05	-4.79752321079195	1.80922564650262	-0.383889959164392	"GAR1"	"GAR1 ribonucleoprotein"
"218758_s_at"	0.073044058189844	6.75923168291339e-05	-4.76072905051893	1.72332658582401	-0.221208424909467	"RRP1"	"ribosomal RNA processing 1"
"205991_s_at"	0.073044058189844	7.05125486383319e-05	4.74449603752618	1.68541940320691	0.479743346953698	"PRRX1"	"paired related homeobox 1"
"209929_s_at"	0.073044058189844	7.21163793105313e-05	-4.73586464725101	1.66526126334824	-0.167116246615979	"IKBKG"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"
"208414_s_at"	0.076156668857464	7.86071616802797e-05	-4.70279126354441	1.58800765194873	-0.178100133831021	"HOXB3"	"homeobox B3"
"221023_s_at"	0.0801962340197979	8.82391658213184e-05	-4.65843413460249	1.4843719382669	-0.107843765540175	"KCNH6"	"potassium voltage-gated channel subfamily H member 6"
"210731_s_at"	0.0801962340197979	8.99746825155925e-05	-4.65095958913362	1.46690628013329	-0.47650182387412	"LGALS8"	"galectin 8"
"220276_at"	0.0820739429643629	0.000101849337498364	-4.60338477735501	1.35572962512128	-0.316402774158183	"RERGL"	"RERG like"
"213062_at"	0.0820739429643629	0.000103856746122398	-4.59589384727171	1.33822329475159	-0.175245138692918	"NTAN1"	"N-terminal asparagine amidase"
"204947_at"	0.0820739429643629	0.000103929758240321	-4.59562412523037	1.33759295117054	-0.313327828485263	"E2F1"	"E2F transcription factor 1"
"212063_at"	0.0820739429643629	0.000106814358298547	4.58511650612838	1.31303644691674	1.25782545520455	"CD44"	"CD44 molecule (Indian blood group)"
"211012_s_at"	0.0864515297671364	0.000121246993939252	-4.53646707984987	1.19934362777588	-0.0529769580113268	"PML"	"promyelocytic leukemia"
"209239_at"	0.0864515297671364	0.000123316469157586	4.5299695941107	1.18415986302055	0.253692118115399	"NFKB1"	"nuclear factor kappa B subunit 1"
"222065_s_at"	0.0864515297671364	0.000124150650834644	-4.52738124313779	1.17811130778768	-0.210917136136411	"FLII"	"FLII, actin remodeling protein"
"221959_at"	0.0944998001737442	0.000139949441535411	-4.4813846694981	1.07063503013041	-0.290735975326611	"FAM110B"	"family with sequence similarity 110 member B"
"201515_s_at"	0.0951725494411945	0.000149138353210505	4.45695856905555	1.01357136664343	0.144073020517073	"TSN"	"translin"
"202264_s_at"	0.0951725494411945	0.000149487915919841	-4.45605923604427	1.01147054591151	-0.171481812918518	"TOMM40"	"translocase of outer mitochondrial membrane 40"
"204411_at"	0.099522347350528	0.000160786451762286	-4.42806598173465	0.946086329694039	-0.348092840473168	"KIF21B"	"kinesin family member 21B"
"210640_s_at"	0.104817443289793	0.000174045029920672	-4.39761373430557	0.874977301996469	-0.254837563799332	"GPER1"	"G protein-coupled estrogen receptor 1"
"205186_at"	0.106347681102889	0.000181358519136103	-4.3817901349905	0.838036603766215	-0.0658981631590407	"DNALI1"	"dynein axonemal light intermediate chain 1"
"208272_at"	0.106391718769062	0.000186208187048127	-4.37164368332663	0.814352976656864	-0.190784316755555	"RANBP3"	"RAN binding protein 3"
"208249_s_at"	0.110035454665092	0.000204909342613333	-4.33483536435791	0.72846197163055	-0.188192082144081	"TGDS"	"TDP-glucose 4,6-dehydratase"
"205494_at"	0.110035454665092	0.000206075202952399	-4.3326526398414	0.723370046912569	-0.066986391925171	"ZNF821"	"zinc finger protein 821"
"210042_s_at"	0.110035454665092	0.000210265355445836	-4.32490792415596	0.705304289325904	-0.220747613425491	"CTSZ"	"cathepsin Z"
"214909_s_at"	0.110035454665092	0.000212337860727861	-4.32113381148466	0.696501358417336	-0.159987544047533	"DDAH2"	"dimethylarginine dimethylaminohydrolase 2"
"37549_g_at"	0.116630427779307	0.000233482925192049	-4.2845940317468	0.611302186955982	-0.193934813419205	"BBS9"	"Bardet-Biedl syndrome 9"
"204478_s_at"	0.116630427779307	0.000235532435043253	-4.28122888160148	0.603458429972949	-0.287958847193332	"RABIF"	"RAB interacting factor"
"207475_at"	0.117626327762273	0.000245384272134403	-4.26544835683517	0.56668245383459	-0.261638803368868	"FABP2"	"fatty acid binding protein 2"
"214443_at"	0.117626327762273	0.000261618364086157	-4.24076844258017	0.50918940448678	-0.31431051642109	"PVR"	"poliovirus receptor"
"220596_at"	0.117626327762273	0.000262172338426998	-4.23995333182806	0.5072910582489	-0.0930208176623459	"GPATCH4"	"G-patch domain containing 4"
"213290_at"	0.117626327762273	0.000264455025670195	-4.23661254916423	0.499510906960083	-0.138007735817343	"COL6A2"	"collagen type VI alpha 2 chain"
"218044_x_at"	0.117626327762273	0.000276649315538174	-4.2192368411195	0.459054667886482	-0.119647835441376	"PTMS"	"parathymosin"
"212324_s_at"	0.117626327762273	0.000281754924818081	4.21218643356326	0.442643491407934	0.242663825683009	"VPS13D"	"vacuolar protein sorting 13 homolog D"
"209047_at"	0.117626327762273	0.000284135545207214	4.20894220899382	0.43509282172653	1.37512917845483	"AQP1"	"aquaporin 1 (Colton blood group)"
"217914_at"	0.117626327762273	0.000286518174499331	-4.20572212669779	0.427598900572545	-0.179404987655557	"TPCN1"	"two pore segment channel 1"
"210953_at"	0.117626327762273	0.000296002883165447	-4.19316165803674	0.398373035939305	-0.11246610202766	"TSC22D2"	"TSC22 domain family member 2"
