ID	adj.Pval	P.Value	t	B	logFC	Gene.symbol	Gene.title
ENSG00000090539	0.00285192998692979	1.06275531539516e-06	7.21912513081608	5.61998886035016	0.762484796686169	CHRD	chordin [Source:HGNC Symbol;Acc:HGNC:1949]
ENSG00000116729	0.00285192998692979	1.17939725486887e-06	7.16371699015146	5.527495550287	0.712136582618887	WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]
ENSG00000130948	0.00285192998692979	8.42697018121312e-07	-7.34337355148368	5.82558309422315	-0.784672161395	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3 [Source:HGNC Symbol;Acc:HGNC:5212]
ENSG00000134323	0.00285192998692979	1.06909288569058e-06	-7.21595572561979	5.61471161102524	-0.890231157444523	MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]
ENSG00000144152	0.00285192998692979	8.56458868858648e-07	7.33466229150332	5.81125030558855	0.913446701711876	FBLN7	fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
ENSG00000172340	0.00285192998692979	9.57252252684582e-07	7.27497766596153	5.7127186369643	0.523987220216137	SUCLG2	succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]
ENSG00000250312	0.00285192998692979	2.43686637928296e-07	-8.02763835950772	6.91318917678778	-0.616539031955182	ZNF718	zinc finger protein 718 [Source:HGNC Symbol;Acc:HGNC:26889]
ENSG00000269028	0.00285192998692979	6.73762203344015e-07	7.46425684463556	6.02320394377774	1.58981924984914	MTRNR2L12	MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
ENSG00000184574	0.00301269194336137	1.40161424090216e-06	7.07235558818589	5.37389405117185	0.79133890707052	LPAR5	lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]
ENSG00000144488	0.00304227698865759	2.0444352986585e-06	-6.87461594609582	5.03679234032407	-1.7154794795386	ESPNL	espin like [Source:HGNC Symbol;Acc:HGNC:27937]
ENSG00000155428	0.00304227698865759	1.68910804737973e-06	-6.97427590302643	5.20748529661676	-0.689076065385309	TRIM74	tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]
ENSG00000169306	0.00304227698865759	1.82813695622305e-06	-6.93290217461353	5.1368183579291	-0.627732652814378	IL1RAPL1	interleukin 1 receptor accessory protein like 1 [Source:HGNC Symbol;Acc:HGNC:5996]
ENSG00000177096	0.00304227698865759	2.02628358548064e-06	6.87925559352627	5.04477474773285	0.636539918471195	PHETA2	PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]
ENSG00000232561	0.00310037306252728	2.24526648176702e-06	6.82595956808946	4.95286955349744	1.06363587367993	NA	NA
