"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"11721364_s_at"	0.00941521617777945	9.07931039790423e-07	5.37427918713782	5.32154606903894	0.483404639557184	"IREB2"	"iron-responsive element binding protein 2"
"11716563_s_at"	0.00941521617777945	1.14387269806578e-06	5.31575555302338	5.11826218111599	1.13699057871376	"AIMP2"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"
"11724162_a_at"	0.0157488152168561	3.18892301803266e-06	-5.05293607525722	4.216140178741	-0.760744501629199	"GXYLT1"	"glucoside xylosyltransferase 1"
"11723962_at"	0.0222721614184962	8.49778102711102e-06	-4.79633013493534	3.35426327249554	-0.706108123407684	"KIAA1143"	"KIAA1143"
"11717362_x_at"	0.0222721614184962	9.6531830204055e-06	-4.76251798250456	3.24222682177457	-0.508123149663369	"GPC1"	"glypican 1"
"11722517_a_at"	0.023280007291814	1.46130528094244e-05	4.65178678907186	2.87797959017356	1.10825972214537	"SMC5"	"structural maintenance of chromosomes 5"
"11723478_s_at"	0.0236538998977409	1.67635867740034e-05	-4.61485385354411	2.75742211702302	-0.602446395283222	"CDC123"	"cell division cycle 123 homolog (S. cerevisiae)"
"11716637_at"	0.0250581137003002	2.02773335567933e-05	-4.56343356573261	2.59037531107973	-0.383579688863135	"C15orf24"	"chromosome 15 open reading frame 24"
"11720089_a_at"	0.0250581137003002	2.13005575716188e-05	4.5500865446654	2.54717012690401	0.427259023554558	"NRSN2"	"neurensin 2"
"11718107_a_at"	0.0257370821523191	2.44936391114688e-05	-4.51211476693515	2.42460705370462	-0.634693416735804	"IPO5"	"importin 5"
"11717959_a_at"	0.0266174159169156	3.11583703319388e-05	4.44632588103488	2.21351938056298	0.642067817261653	"TCF3"	"transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"
"11723904_at"	0.0266174159169156	3.21529353238227e-05	4.43770192134827	2.18596944848662	0.451772917416825	"UNC80"	"unc-80 homolog (C. elegans)"
"11717415_x_at"	0.0299764595076521	3.97576978232754e-05	-4.37921540759942	1.99988119667706	-0.309499258570219	"MLST8"	"MTOR associated protein, LST8 homolog (S. cerevisiae)"
"11716208_s_at"	0.0299764595076521	3.99425891733419e-05	4.37793292604249	1.99581550878226	0.505201792289692	"GLUD1"	"glutamate dehydrogenase 1"
